date,user_id,text,url,renderedContent,user_name,user_followers,replyCount,retweet-count,likeCount,quoteCount,lang,conversationId,outlinks,source,is_retweet,quotedTweet,inReplyToTweetId,inReplyToUser,mentionedUsers,coordinates,user_location,hashtags,cashtags,mentionedUsers.1,outlinks.1,tcooutlinks,sourceLabel,Sarcasm
2022-08-29 23:55:41+00:00,1564401431158968323,"G A M E  Day..!
#AFGvsBAN
The president @MohammadNabi007 continues his T20I all round performances. 

We wish you all the very best champions keep our flag 🇦🇫 flying high.
Long live #ACB proud of you all. https://t.co/nSrJaav3AU",https://twitter.com/BeingSML/status/1564401431158968323,"G A M E  Day..!
#AFGvsBAN
The president @MohammadNabi007 continues his T20I all round performances. 

We wish you all the very best champions keep our flag 🇦🇫 flying high.
Long live #ACB proud of you all. https://t.co/nSrJaav3AU",BeingSML,1078,4,3,15,1,en,1564401431158968323,,"[Photo(previewUrl='https://pbs.twimg.com/media/FbXeyQsXoAA-JzC?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FbXeyQsXoAA-JzC?format=jpg&name=large')]",,,,,"[User(username='MohammadNabi007', id=2330771738, displayname='Mohammad Nabi', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]","Coordinates(longitude=60.4784431, latitude=29.3774719)","Place(fullName='Afghanistan', name='Afghanistan', type='country', country='Afghanistan', countryCode='AF')","['AFGvsBAN', 'ACB']",,"[User(username='MohammadNabi007', id=2330771738, displayname='Mohammad Nabi', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,Twitter for Android,1
2022-08-29 21:30:34+00:00,1564364912926736385,"#live #cricket #match #score #cricday #Men'sT20AsiaCup #AFGvBAN #AFGvsBAN
https://t.co/uUEAkgQ8Xf",https://twitter.com/cric_day/status/1564364912926736385,"#live #cricket #match #score #cricday #Men'sT20AsiaCup #AFGvBAN #AFGvsBAN
cricday.com/cricket-series…",cric_day,48,0,0,0,0,en,1564364912926736385,['https://www.cricday.com/cricket-series/479/match/4511/afghanistan-vs-bangladesh-3rd-match-group-b-mens-t20-asia-cup-2022'],,,,,,,,,"['live', 'cricket', 'match', 'score', 'cricday', 'Men', 'AFGvBAN', 'AFGvsBAN']",,,['https://www.cricday.com/cricket-series/479/match/4511/afghanistan-vs-bangladesh-3rd-match-group-b-mens-t20-asia-cup-2022'],['https://t.co/uUEAkgQ8Xf'],Cricday,1
2022-08-29 21:30:34+00:00,1564364912482484224,"#live #cricket #match #score #cricday #Men'sT20AsiaCup #AFGvBAN #AFGvsBAN
https://t.co/uUEAkgz5Vf",https://twitter.com/cric_day/status/1564364912482484224,"#live #cricket #match #score #cricday #Men'sT20AsiaCup #AFGvBAN #AFGvsBAN
cricday.com/cricket-series…",cric_day,48,0,0,0,0,en,1564364912482484224,['https://www.cricday.com/cricket-series/479/match/4511/afghanistan-vs-bangladesh-3rd-match-group-b-mens-t20-asia-cup-2022'],,,,,,,,,"['live', 'cricket', 'match', 'score', 'cricday', 'Men', 'AFGvBAN', 'AFGvsBAN']",,,['https://www.cricday.com/cricket-series/479/match/4511/afghanistan-vs-bangladesh-3rd-match-group-b-mens-t20-asia-cup-2022'],['https://t.co/uUEAkgz5Vf'],Cricday,1
2022-08-29 18:51:45+00:00,1564324946511372290,"@ACBofficials @BCBtigers تکړه اوسئ نرانو اتلانو! 
#AFGvsBAN #AsiaCup2022",https://twitter.com/PukhtoMatalNY/status/1564324946511372290,"@ACBofficials @BCBtigers تکړه اوسئ نرانو اتلانو! 
#AFGvsBAN #AsiaCup2022",PukhtoMatalNY,154,0,0,0,0,ps,1564219090692198406,,,,,1.5642190906921984e+18,https://twitter.com/ACBofficials,"[User(username='ACBofficials', id=141175770, displayname='Afghanistan Cricket Board', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='BCBtigers', id=316577087, displayname='Bangladesh Cricket', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,"['AFGvsBAN', 'AsiaCup2022']",,"[User(username='ACBofficials', id=141175770, displayname='Afghanistan Cricket Board', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='BCBtigers', id=316577087, displayname='Bangladesh Cricket', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,Twitter for Android,1
2022-08-29 18:50:18+00:00,1564324582286577664,"BAN vs AFG Dream11 Prediction in #Hindi. Player Matchups. GL+SL Analysis. Cap vc. Ground Analysis.
👉 https://t.co/gOSCSqTl81
Join our Telegram channel for the final team after toss. 
👉 telegram- https://t.co/Cn8eT5Ls5v
#BanVsAfg #AFGvsBAN #BANvAFG #AsiaCup2022 #CricketTwitter",https://twitter.com/Sayantan446/status/1564324582286577664,"BAN vs AFG Dream11 Prediction in #Hindi. Player Matchups. GL+SL Analysis. Cap vc. Ground Analysis.
👉 youtu.be/GjlU3B_-d-4
Join our Telegram channel for the final team after toss. 
👉 telegram- t.me/PlayerBattleCr…
#BanVsAfg #AFGvsBAN #BANvAFG #AsiaCup2022 #CricketTwitter",Sayantan446,11,0,0,0,0,en,1564324582286577664,"['https://youtu.be/GjlU3B_-d-4', 'https://t.me/PlayerBattleCricket']",,,,,,,,,"['Hindi', 'BanVsAfg', 'AFGvsBAN', 'BANvAFG', 'AsiaCup2022', 'CricketTwitter']",,,"['https://youtu.be/GjlU3B_-d-4', 'https://t.me/PlayerBattleCricket']","['https://t.co/gOSCSqTl81', 'https://t.co/Cn8eT5Ls5v']",Twitter for Android,1
2022-08-29 18:41:46+00:00,1564322433414283266,"#AFGvsBAN 
Afghanistan gelisthe #bagunnu https://t.co/XkLSaZLzfd",https://twitter.com/BondKopadhari/status/1564322433414283266,"#AFGvsBAN 
Afghanistan gelisthe #bagunnu https://t.co/XkLSaZLzfd",BondKopadhari,1213,0,0,2,0,in,1564322433414283266,,"[Photo(previewUrl='https://pbs.twimg.com/media/FbWW7WSWYAEmtYs?format=png&name=small', fullUrl='https://pbs.twimg.com/media/FbWW7WSWYAEmtYs?format=png&name=large')]",,,,,,,,"['AFGvsBAN', 'bagunnu']",,,,,Twitter Web App,1
2022-08-29 17:50:20+00:00,1564309490362728449,"Who will win 3rd Match Asia cup 2022??
#AsiaCup2022
#AsiaCup #AsiaCupT20 #PakVsInd #AFGvsBAN #BANvAFG #BanVsAfg",https://twitter.com/Saqlain1082022/status/1564309490362728449,"Who will win 3rd Match Asia cup 2022??
#AsiaCup2022
#AsiaCup #AsiaCupT20 #PakVsInd #AFGvsBAN #BANvAFG #BanVsAfg",Saqlain1082022,3,0,0,0,0,en,1564309490362728449,,,,,,,,,,"['AsiaCup2022', 'AsiaCup', 'AsiaCupT20', 'PakVsInd', 'AFGvsBAN', 'BANvAFG', 'BanVsAfg']",,,,,Twitter for Android,1
2022-08-29 14:15:53+00:00,1564255522080968704,"Asia Cup 2022: तीसरा मुकाबला बांग्लादेश-अफगानिस्तान के बीच; जानें प्लेइंग 11, लाइव स्ट्रीमिंग के बारे में #BANvsAFG #AFGvsBAN #asiacup2022 #afghanistan #bangladesh #एशियाकप2022 https://t.co/uyHExjI08u",https://twitter.com/oneindiaHindi/status/1564255522080968704,"Asia Cup 2022: तीसरा मुकाबला बांग्लादेश-अफगानिस्तान के बीच; जानें प्लेइंग 11, लाइव स्ट्रीमिंग के बारे में #BANvsAFG #AFGvsBAN #asiacup2022 #afghanistan #bangladesh #एशियाकप2022 hindi.oneindia.com/news/sports/cr…",oneindiaHindi,67753,0,0,2,0,hi,1564255522080968704,['https://hindi.oneindia.com/news/sports/cricket/asia-cup-2022-ban-vs-afg-live-streaming-afghanistan-vs-bangladesh-sharjah-cricket-stadium-706792.html'],,,,,,,,,"['BANvsAFG', 'AFGvsBAN', 'asiacup2022', 'afghanistan', 'bangladesh', 'एशियाकप2022']",,,['https://hindi.oneindia.com/news/sports/cricket/asia-cup-2022-ban-vs-afg-live-streaming-afghanistan-vs-bangladesh-sharjah-cricket-stadium-706792.html'],['https://t.co/uyHExjI08u'],Oneindia Hindi,1
2022-08-29 13:06:04+00:00,1564237952326443009,"Naagin boys returning today 😂
#AFGvsBAN",https://twitter.com/___imAR/status/1564237952326443009,"Naagin boys returning today 😂
#AFGvsBAN",___imAR,228,3,0,5,1,en,1564237952326443009,,,,,,,,,,['AFGvsBAN'],,,,,Twitter for Android,1
2022-08-29 11:39:46+00:00,1564216234673053697,"درېمه سیالي!
افغانستان د بنګله‌دېش پر وړاندې!
سبا ماښام ۳۰ : ۶ بجې تازه جزیات له ملي‌سپورټ فیسبوک‌پاڼې څخه ترلاسه کولای شئ.
@SportRta 
#AsiaCup2022
#AFGvsBAN https://t.co/Fvq3cRQXf8",https://twitter.com/JournalistHamz/status/1564216234673053697,"درېمه سیالي!
افغانستان د بنګله‌دېش پر وړاندې!
سبا ماښام ۳۰ : ۶ بجې تازه جزیات له ملي‌سپورټ فیسبوک‌پاڼې څخه ترلاسه کولای شئ.
@SportRta 
#AsiaCup2022
#AFGvsBAN https://t.co/Fvq3cRQXf8",JournalistHamz,2048,0,0,1,0,ps,1564216234673053697,,"[Photo(previewUrl='https://pbs.twimg.com/media/FbUwiXjWQAQy_8w?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FbUwiXjWQAQy_8w?format=jpg&name=large')]",,,,,"[User(username='SportRta', id=1127485465232388096, displayname='RTA Sport', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,"['AsiaCup2022', 'AFGvsBAN']",,"[User(username='SportRta', id=1127485465232388096, displayname='RTA Sport', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,Twitter for Android,1
