date,user_id,text,url,renderedContent,user_name,user_followers,replyCount,retweet-count,likeCount,quoteCount,lang,conversationId,outlinks,source,is_retweet,quotedTweet,inReplyToTweetId,inReplyToUser,mentionedUsers,coordinates,user_location,hashtags,cashtags,mentionedUsers.1,outlinks.1,tcooutlinks,sourceLabel,Sarcasm,Sentiment,Polarity
2022-08-29 23:59:29+00:00,1564402388169105410,"کیسے ختم کرو گے اس جزبے کو؟
#TelethonByImranKhan
#FloodsInPakistan https://t.co/HgFXbCcace",https://twitter.com/AqsaJawadAli/status/1564402388169105410,"کیسے ختم کرو گے اس جزبے کو؟
#TelethonByImranKhan
#FloodsInPakistan twitter.com/AABakar/status…",AqsaJawadAli,128,0,1,3,0,ur,1564402388169105410,['https://twitter.com/AABakar/status/1564370225038082048'],,,https://twitter.com/AABakar/status/1564370225038082048,,,,,,"['TelethonByImranKhan', 'FloodsInPakistan']",,,['https://twitter.com/AABakar/status/1564370225038082048'],['https://t.co/HgFXbCcace'],Twitter for Android,0,1,0.9368989
2022-08-29 23:59:17+00:00,1564402340781768704,"THANK YOU PAKISTAN 

پاکستانی عوام کا اپنے کپتان پر بھرپور اعتبار- تین گھنٹوں میں 500 کروڑ سے زائد کی رقم سیلاب متاثرین کی مدد کے لئے پلیج کر دی۔

#TelethonByImranKhan
#عمران_خان_ٹیلی_تھون_مہم https://t.co/cKTsRs9qmT",https://twitter.com/NadiaMubarakPTI/status/1564402340781768704,"THANK YOU PAKISTAN 

پاکستانی عوام کا اپنے کپتان پر بھرپور اعتبار- تین گھنٹوں میں 500 کروڑ سے زائد کی رقم سیلاب متاثرین کی مدد کے لئے پلیج کر دی۔

#TelethonByImranKhan
#عمران_خان_ٹیلی_تھون_مہم https://t.co/cKTsRs9qmT",NadiaMubarakPTI,6405,0,3,2,0,ur,1564402340781768704,,"[Photo(previewUrl='https://pbs.twimg.com/media/FbXfoy4X0AA4aaV?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FbXfoy4X0AA4aaV?format=jpg&name=large')]",,,,,,,,"['TelethonByImranKhan', 'عمران_خان_ٹیلی_تھون_مہم']",,,,,Twitter for Android,0,1,0.97011423
2022-08-29 23:58:52+00:00,1564402235970408454,"Theatrics in Pakistani political circus continue as flood victims watch the show in despair while 'awaam' keeps on cheering for their respective political figures. Ironically their heroes are not even real actors. Reference: Miftah's 'thank you' tweet.

#IMF
#TelethonByImranKhan",https://twitter.com/Ozesque/status/1564402235970408454,"Theatrics in Pakistani political circus continue as flood victims watch the show in despair while 'awaam' keeps on cheering for their respective political figures. Ironically their heroes are not even real actors. Reference: Miftah's 'thank you' tweet.

#IMF
#TelethonByImranKhan",Ozesque,325,0,0,1,0,en,1564402235970408454,,,,,,,,,,"['IMF', 'TelethonByImranKhan']",,,,,Twitter for Android,0,1,0.72791016
2022-08-29 23:58:10+00:00,1564402057108398080,"Bss jahn paisa nazr aya wahin nazre lgado tm jese kanjar log. Lifafi sahafi PM fund main kiun jayegy?Apke abba ke hai paise? Agr sharif khandan apni dolat le aye to zarurt hi na pre awam ko dene ki. Mgr ho kanjar hi na faida nhn.
#TelethonByImranKhan #عمران_خان_ٹیلی_تھون_مہم https://t.co/DZsANBnUxc",https://twitter.com/i_ammarsiddiqui/status/1564402057108398080,"Bss jahn paisa nazr aya wahin nazre lgado tm jese kanjar log. Lifafi sahafi PM fund main kiun jayegy?Apke abba ke hai paise? Agr sharif khandan apni dolat le aye to zarurt hi na pre awam ko dene ki. Mgr ho kanjar hi na faida nhn.
#TelethonByImranKhan #عمران_خان_ٹیلی_تھون_مہم twitter.com/GFarooqi/statu…",i_ammarsiddiqui,39,0,0,0,0,in,1564402057108398080,['https://twitter.com/GFarooqi/status/1564330205384253440'],,,https://twitter.com/GFarooqi/status/1564330205384253440,,,,,,"['TelethonByImranKhan', 'عمران_خان_ٹیلی_تھون_مہم']",,,['https://twitter.com/GFarooqi/status/1564330205384253440'],['https://t.co/DZsANBnUxc'],Twitter for Android,0,0,0.04083675
2022-08-29 23:57:53+00:00,1564401987952721922,"The TARGET is Rs. 500 Crores ONLY

Chase Kro Ge Aap??? @MaryamNSharif

مریم نواز صاحبہ۔۔۔ عمران نے صرف 500 کروڑ روپے اکٹھے کئیے ہیں۔۔۔ کیا آپ اس سے زیادہ سیلاب متاثرین کیلئے جمع کر پائیں گے؟؟؟؟

#TelethonByImranKhan 
#PakistanFloods",https://twitter.com/SajjadBhatti/status/1564401987952721922,"The TARGET is Rs. 500 Crores ONLY

Chase Kro Ge Aap??? @MaryamNSharif

مریم نواز صاحبہ۔۔۔ عمران نے صرف 500 کروڑ روپے اکٹھے کئیے ہیں۔۔۔ کیا آپ اس سے زیادہ سیلاب متاثرین کیلئے جمع کر پائیں گے؟؟؟؟

#TelethonByImranKhan 
#PakistanFloods",SajjadBhatti,2675,0,0,2,0,ur,1564401987952721922,,,,,,,"[User(username='MaryamNSharif', id=453507741, displayname='Maryam Nawaz Sharif', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,"['TelethonByImranKhan', 'PakistanFloods']",,"[User(username='MaryamNSharif', id=453507741, displayname='Maryam Nawaz Sharif', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,Twitter for iPhone,0,1,0.9801712
2022-08-29 23:57:26+00:00,1564401874278793216,"""میں ہر مُشکل میں اپنی پاکستانی عوام کی مدد کروں گا۔"" عمران خان
#عمران_خان_ٹیلی_تھون_مہم
#TelethonByImranKhan
#LawlessPakistan https://t.co/E0wp1PI55N",https://twitter.com/MuhamdUmair/status/1564401874278793216,"""میں ہر مُشکل میں اپنی پاکستانی عوام کی مدد کروں گا۔"" عمران خان
#عمران_خان_ٹیلی_تھون_مہم
#TelethonByImranKhan
#LawlessPakistan https://t.co/E0wp1PI55N",MuhamdUmair,254,0,2,1,0,ur,1564401874278793216,,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1564401608062009345/pu/img/hIt9r-lmN_nRaqXt.jpg', variants=[VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1564401608062009345/pu/pl/wUZqx4URnZFFwWpq.m3u8?tag=12&container=fmp4', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1564401608062009345/pu/vid/1280x720/tuxX8yG_C5PReBx2.mp4?tag=12', bitrate=2176000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1564401608062009345/pu/vid/640x360/08h1fdO8oduRWePR.mp4?tag=12', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1564401608062009345/pu/vid/480x270/zX-zu1P12KMVsnbv.mp4?tag=12', bitrate=256000)], duration=46.458, views=30)]",,,,,,,,"['عمران_خان_ٹیلی_تھون_مہم', 'TelethonByImranKhan', 'LawlessPakistan']",,,,,Twitter Web App,0,0,0.006975174
2022-08-29 23:56:30+00:00,1564401637116055555,@CMShehbaz there is call for you…..oh I mean the real Prime Minister of #Pakistan @ImranKhanPTI #TelethonByImranKhan 💪🏻 https://t.co/wnSdMHWt5V,https://twitter.com/Pakistan1irst/status/1564401637116055555,@CMShehbaz there is call for you…..oh I mean the real Prime Minister of #Pakistan @ImranKhanPTI #TelethonByImranKhan 💪🏻 https://t.co/wnSdMHWt5V,Pakistan1irst,15920,1,13,19,1,en,1564401637116055555,,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1564401592916480000/pu/img/w_Ia9ocaT4-c1jGx.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1564401592916480000/pu/vid/564x360/RK9GzH3CF0KqzKEC.mp4?tag=12', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1564401592916480000/pu/vid/422x270/o7OQA6D-GPc5ejj9.mp4?tag=12', bitrate=256000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1564401592916480000/pu/vid/752x480/7GkvopqRi2Tpee-A.mp4?tag=12', bitrate=2176000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1564401592916480000/pu/pl/uzYeHUdUZJFLy1eR.m3u8?tag=12&container=fmp4', bitrate=None)], duration=26.05, views=286)]",,,,,"[User(username='CMShehbaz', id=136932734, displayname='Shehbaz Sharif', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='ImranKhanPTI', id=122453931, displayname='Imran Khan', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,"['Pakistan', 'TelethonByImranKhan']",,"[User(username='CMShehbaz', id=136932734, displayname='Shehbaz Sharif', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='ImranKhanPTI', id=122453931, displayname='Imran Khan', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,Twitter for iPhone,0,1,0.91138303
2022-08-29 23:56:19+00:00,1564401592102699013,@iihtishamm @ImranKhanPTI collected Rs 30 million per minute through telethon. That’s the power of honest and sincere leader of the century. #TelethonByImranKhan ##ImranKhan,https://twitter.com/ChawlaVishal_Vk/status/1564401592102699013,@iihtishamm @ImranKhanPTI collected Rs 30 million per minute through telethon. That’s the power of honest and sincere leader of the century. #TelethonByImranKhan ##ImranKhan,ChawlaVishal_Vk,137,0,0,0,0,en,1564312862142627842,,,,,1.5643128621426278e+18,https://twitter.com/iihtishamm,"[User(username='iihtishamm', id=402690551, displayname='Ihtisham Ul Haq', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='ImranKhanPTI', id=122453931, displayname='Imran Khan', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,"['TelethonByImranKhan', 'ImranKhan']",,"[User(username='iihtishamm', id=402690551, displayname='Ihtisham Ul Haq', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='ImranKhanPTI', id=122453931, displayname='Imran Khan', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,Twitter for iPhone,0,0,0.070360094
2022-08-29 23:54:44+00:00,1564401195288244224,تین گھنٹے اور 5 ارب روپے، واہ دہشتگرد کیا قسمت پائی تم نے۔#TelethonByImranKhan,https://twitter.com/DanishSatti34/status/1564401195288244224,تین گھنٹے اور 5 ارب روپے، واہ دہشتگرد کیا قسمت پائی تم نے۔#TelethonByImranKhan,DanishSatti34,26,0,0,0,0,ur,1564401195288244224,,,,,,,,,,['TelethonByImranKhan'],,,,,Twitter for Android,0,0,0.0035104156
2022-08-29 23:53:25+00:00,1564400864311271426,"Collecting 500 crores in just 3 hours is amazing, but this can only be done by a person who is trusted by the whole world.
His name is Imran Khan.

#TelethonByImranKhan 
#عمران_خان_ٹیلی_تھون_مہم https://t.co/p4tXQRh75E",https://twitter.com/Saqib__Saleem/status/1564400864311271426,"Collecting 500 crores in just 3 hours is amazing, but this can only be done by a person who is trusted by the whole world.
His name is Imran Khan.

#TelethonByImranKhan 
#عمران_خان_ٹیلی_تھون_مہم https://t.co/p4tXQRh75E",Saqib__Saleem,424,1,5,6,0,en,1564400864311271426,,"[Photo(previewUrl='https://pbs.twimg.com/media/FbXeS0xWAAE9hvw?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FbXeS0xWAAE9hvw?format=jpg&name=large')]",,,,,,,,"['TelethonByImranKhan', 'عمران_خان_ٹیلی_تھون_مہم']",,,,,Twitter for Android,0,0,0.24935174
