date,user_id,text,url,renderedContent,user_name,user_followers,replyCount,retweet-count,likeCount,quoteCount,lang,conversationId,outlinks,source,is_retweet,quotedTweet,inReplyToTweetId,inReplyToUser,mentionedUsers,coordinates,user_location,hashtags,cashtags,mentionedUsers.1,outlinks.1,tcooutlinks,sourceLabel,Sarcasm
2022-08-29 23:59:42+00:00,1564402445626875905,"PM IK's per second value. 555,555.55555

#TelethonByImranKhan",https://twitter.com/The_ArsalanKhan/status/1564402445626875905,"PM IK's per second value. 555,555.55555

#TelethonByImranKhan",The_ArsalanKhan,525,0,0,0,0,en,1564402445626875905,,,,,,,,,,['TelethonByImranKhan'],,,,,Twitter for Android,1
2022-08-29 23:56:33+00:00,1564401652441948162,@Sadaf__ARY @SabirShakirPK a patriot Pakistani donated 5 lac which I am sure is more than the entire Sharif family’s donation. @ImranKhanPTI sahib please ensure the check and balance otherwise this money may end up in London. @PTIofficial @ImranRiazKhan #TelethonByImranKhan,https://twitter.com/Khuramkiani_PTI/status/1564401652441948162,@Sadaf__ARY @SabirShakirPK a patriot Pakistani donated 5 lac which I am sure is more than the entire Sharif family’s donation. @ImranKhanPTI sahib please ensure the check and balance otherwise this money may end up in London. @PTIofficial @ImranRiazKhan #TelethonByImranKhan,Khuramkiani_PTI,1127,0,0,0,0,en,1564316942806274049,,,,,1.564316942806274e+18,https://twitter.com/Sadaf__ARY,"[User(username='Sadaf__ARY', id=1530091637833097217, displayname='صدف عبدالجبار', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='SabirShakirPK', id=915222178177732609, displayname='Sabir Shakir', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='ImranKhanPTI', id=122453931, displayname='Imran Khan', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='PTIofficial', id=127483019, displayname='PTI', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='ImranRiazKhan', id=1454557225, displayname='Imran Khan', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,['TelethonByImranKhan'],,"[User(username='Sadaf__ARY', id=1530091637833097217, displayname='صدف عبدالجبار', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='SabirShakirPK', id=915222178177732609, displayname='Sabir Shakir', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='ImranKhanPTI', id=122453931, displayname='Imran Khan', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='PTIofficial', id=127483019, displayname='PTI', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='ImranRiazKhan', id=1454557225, displayname='Imran Khan', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,Twitter for iPhone,1
2022-08-29 23:53:56+00:00,1564400992837373952,"#TelethonByImranKhan
Shareef Gang ko lootne ke liye 250 million dollar Zare Mubadila milgaya. #Pakistan ki economy ko booster. 
Eske ewaz main Imported Hukumat Chaap kar Note de degi.
Khan Sb. Es paise ko prefab homes. Binladin Co ko contract dain. Es paise se 10000 ghar banege.",https://twitter.com/RFAROOQUI4/status/1564400992837373952,"#TelethonByImranKhan
Shareef Gang ko lootne ke liye 250 million dollar Zare Mubadila milgaya. #Pakistan ki economy ko booster. 
Eske ewaz main Imported Hukumat Chaap kar Note de degi.
Khan Sb. Es paise ko prefab homes. Binladin Co ko contract dain. Es paise se 10000 ghar banege.",RFAROOQUI4,1298,0,0,0,0,hi,1564400992837373952,,,,,,,,,,"['TelethonByImranKhan', 'Pakistan']",,,,,Twitter for Android,1
2022-08-29 23:53:56+00:00,1564400991545483269,"عوام کےوزیراعظم صرف اور صرف عمران خان ہی ہیں

بھکاریوں کےوزیراعظم کرائم منسٹر کوہم ناکل  وزیراعظم مانتے تھے نہ آج مانتے ہیں اورنہ ہی کبھی مانیں گے
عوام کا وزیراعظم عوام کی آوازصرف
عمران خان
#ImranKhan
#TelethonByImranKhan
#عمران_خان_ٹیلی_تھون_مہم https://t.co/i3TyBZIwQw",https://twitter.com/MuneebHuma/status/1564400991545483269,"عوام کےوزیراعظم صرف اور صرف عمران خان ہی ہیں

بھکاریوں کےوزیراعظم کرائم منسٹر کوہم ناکل  وزیراعظم مانتے تھے نہ آج مانتے ہیں اورنہ ہی کبھی مانیں گے
عوام کا وزیراعظم عوام کی آوازصرف
عمران خان
#ImranKhan
#TelethonByImranKhan
#عمران_خان_ٹیلی_تھون_مہم https://t.co/i3TyBZIwQw",MuneebHuma,1325,0,4,6,0,ur,1564400991545483269,,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1564345505014026241/pu/img/dnWeT87z3uNTGStN.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1564345505014026241/pu/vid/694x270/6K6nTeidMen-G4f6.mp4?tag=12', bitrate=256000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1564345505014026241/pu/pl/W-BmDg3fydHrmeLr.m3u8?tag=12&container=fmp4&v=60c', bitrate=None)], duration=44.991, views=530)]",,,,,,,,"['ImranKhan', 'TelethonByImranKhan', 'عمران_خان_ٹیلی_تھون_مہم']",,,,,Twitter for Android,1
2022-08-29 23:53:39+00:00,1564400923228643330,"جس عدنان اسد کو الیکشن کمیشن نے فارن فنڈنگ پر بلالیا تھا ۔

اُس عدنان اسد نے 2.5 کروڑ فارن فنڈنگ کا مزید اعلان کردیا 

روک سکو تو روک لو۔۔

##TelethonByImranKhan #عمران_خان_ٹیلی_تھون_مہم",https://twitter.com/mebilalsheikh/status/1564400923228643330,"جس عدنان اسد کو الیکشن کمیشن نے فارن فنڈنگ پر بلالیا تھا ۔

اُس عدنان اسد نے 2.5 کروڑ فارن فنڈنگ کا مزید اعلان کردیا 

روک سکو تو روک لو۔۔

##TelethonByImranKhan #عمران_خان_ٹیلی_تھون_مہم",mebilalsheikh,5112,0,3,4,1,ur,1564400923228643330,,,,,,,,,,"['TelethonByImranKhan', 'عمران_خان_ٹیلی_تھون_مہم']",,,,,Twitter Web App,1
2022-08-29 23:49:05+00:00,1564399773502918658,#TelethonByImranKhan👍👍 https://t.co/6byZ2hYymd,https://twitter.com/xhahroz15/status/1564399773502918658,#TelethonByImranKhan👍👍 https://t.co/6byZ2hYymd,xhahroz15,8,0,0,0,0,und,1564399773502918658,,"[Photo(previewUrl='https://pbs.twimg.com/media/FbXdTGrXkAcARaT?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FbXdTGrXkAcARaT?format=jpg&name=large')]",,,,,,,,['TelethonByImranKhan'],,,,,Twitter for iPhone,1
2022-08-29 23:45:25+00:00,1564398848776208385,"کتے بھونکتے رہتے ہیں۔
قافلے چلتے رہتے ہیں۔
Specifically for lifafas 
#ImranKhan #FloodsInPakistan #TelethonByImranKhan",https://twitter.com/Junaidx1000/status/1564398848776208385,"کتے بھونکتے رہتے ہیں۔
قافلے چلتے رہتے ہیں۔
Specifically for lifafas 
#ImranKhan #FloodsInPakistan #TelethonByImranKhan",Junaidx1000,2276,0,0,1,0,und,1564398848776208385,,,,,,,,,,"['ImranKhan', 'FloodsInPakistan', 'TelethonByImranKhan']",,,,,Twitter for Android,1
2022-08-29 23:44:17+00:00,1564398564574478348,"Bilkul Pakistan qoum ny essa chaka mara hi k sub k hosh ab thikany aa jany chahiye....abi nai to koi bat nai Khan saab bouncer b kamal ka marty thy .
#TelethonByImranKhan 
#عمران_خان_ٹیلی_تھون_مہم https://t.co/FllBi22gAy",https://twitter.com/mirzawaheedbaig/status/1564398564574478348,"Bilkul Pakistan qoum ny essa chaka mara hi k sub k hosh ab thikany aa jany chahiye....abi nai to koi bat nai Khan saab bouncer b kamal ka marty thy .
#TelethonByImranKhan 
#عمران_خان_ٹیلی_تھون_مہم twitter.com/shahkhan_2/sta…",mirzawaheedbaig,146,0,0,0,0,hi,1564398564574478348,['https://twitter.com/shahkhan_2/status/1564390560454115329'],,,https://twitter.com/shahkhan_2/status/1564390560454115329,,,,,,"['TelethonByImranKhan', 'عمران_خان_ٹیلی_تھون_مہم']",,,['https://twitter.com/shahkhan_2/status/1564390560454115329'],['https://t.co/FllBi22gAy'],Twitter for Android,1
2022-08-29 23:42:18+00:00,1564398066135977984,"Thank you all Pakistani's in Pakistan and overseas ❤️🙏🏻 .. The love and respect you show towards khan sahab❤️

#TelethonByImranKhan 
#عمران_خان_ٹیلی_تھون_مہم https://t.co/pjxTxRccXv",https://twitter.com/maria_kh92/status/1564398066135977984,"Thank you all Pakistani's in Pakistan and overseas ❤️🙏🏻 .. The love and respect you show towards khan sahab❤️

#TelethonByImranKhan 
#عمران_خان_ٹیلی_تھون_مہم https://t.co/pjxTxRccXv",maria_kh92,852,2,10,21,0,en,1564398066135977984,,"[Photo(previewUrl='https://pbs.twimg.com/media/FbXbwBuXwAEdy3Z?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FbXbwBuXwAEdy3Z?format=jpg&name=large')]",,,,,,,,"['TelethonByImranKhan', 'عمران_خان_ٹیلی_تھون_مہم']",,,,,Twitter for iPhone,1
2022-08-29 23:40:48+00:00,1564397689365741576,"This is the level of illiteracy in our Country where so called leaders uses poor people helplessness to grace their profile picture, disgusting to the core...
They don't need power, they need to go back to school to learn mannerism.
#TelethonByImranKhan #عمران_خان_ٹیلی_تھون_مہم https://t.co/m41tcVTArC",https://twitter.com/HumanityAtBest/status/1564397689365741576,"This is the level of illiteracy in our Country where so called leaders uses poor people helplessness to grace their profile picture, disgusting to the core...
They don't need power, they need to go back to school to learn mannerism.
#TelethonByImranKhan #عمران_خان_ٹیلی_تھون_مہم https://t.co/m41tcVTArC",HumanityAtBest,4,0,2,2,0,en,1564397689365741576,,"[Photo(previewUrl='https://pbs.twimg.com/media/FbXbaCvXwAAQNe6?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FbXbaCvXwAAQNe6?format=jpg&name=large')]",,,,,,,,"['TelethonByImranKhan', 'عمران_خان_ٹیلی_تھون_مہم']",,,,,Twitter for Android,1
