post_id,text,post_text,shared_text,original_text,time,timestamp,image,image_lowquality,images,images_description,images_lowquality,images_lowquality_description,video,video_duration_seconds,video_height,video_id,video_quality,video_size_MB,video_thumbnail,video_watches,video_width,likes,comments,shares,post_url,link,links,user_id,username,user_url,is_live,factcheck,shared_post_id,shared_time,shared_user_id,shared_username,shared_post_url,available,comments_full,reactors,w3_fb_url,reactions,reaction_count,with,page_id,sharers,image_id,image_ids,was_live,header,Sentiment,Polarity
10159994730749641,"The logic behind inviting some of the wealthiest people on Earth to solve these problems from a resort town looks even shakier these days.

EDITION.CNN.COM
Davos is back and the world has changed. Have the global elite noticed?",The logic behind inviting some of the wealthiest people on Earth to solve these problems from a resort town looks even shakier these days.,"EDITION.CNN.COM
Davos is back and the world has changed. Have the global elite noticed?",,2022-05-22 18:00:24,1653224424,https://cdn.cnn.com/cnnnext/dam/assets/220520103408-davos-switzerland-town-file-restricted-super-tease.jpg,https://external.fkhi17-1.fna.fbcdn.net/safe_image.php?w=476&h=249&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F220520103408-davos-switzerland-town-file-restricted-super-tease.jpg&cfs=1&jq=75&ext=jpg&utld=cnn.com&_nc_oe=7024d&_nc_sid=505865&_nc_o2e=1&ccb=3-6&_nc_hash=AQFMid-Zme7A-WkC,['https://cdn.cnn.com/cnnnext/dam/assets/220520103408-davos-switzerland-town-file-restricted-super-tease.jpg'],[],['https://external.fkhi17-1.fna.fbcdn.net/safe_image.php?w=476&h=249&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F220520103408-davos-switzerland-town-file-restricted-super-tease.jpg&cfs=1&jq=75&ext=jpg&utld=cnn.com&_nc_oe=7024d&_nc_sid=505865&_nc_o2e=1&ccb=3-6&_nc_hash=AQFMid-Zme7A-WkC'],[None],,,,,,,,,,79,13,12,https://facebook.com/cnninternational/posts/10159994730749641,https://cnn.it/3yOeL13,[],18793419640,CNN International,https://facebook.com/cnninternational/?locale2=en_US&__tn__=C-R,False,,,,,,,True,,,,,,,18793419640,,,[],False,,1,0.96771926
10159994700199641,"An 11-page memo released publicly by the Miami-Dade Fire Rescue Department last week said the ""voice in the rubble"" belonged to Theresa Velasquez, a Live Nation music executive who was 36 when she perished, along with her parents.

EDITION.CNN.COM
The woman whose voice was heard in rubble of the Surfside condo collapse has been identified. This is how it happened","An 11-page memo released publicly by the Miami-Dade Fire Rescue Department last week said the ""voice in the rubble"" belonged to Theresa Velasquez, a Live Nation music executive who was 36 when she perished, along with her parents.","EDITION.CNN.COM
The woman whose voice was heard in rubble of the Surfside condo collapse has been identified. This is how it happened",,2022-05-22 17:31:19,1653222679,https://cdn.cnn.com/cnnnext/dam/assets/220520114316-02b-velasquez-missing-building-collapse-super-tease.jpg,https://external.fkhi17-1.fna.fbcdn.net/safe_image.php?w=476&h=249&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F220520114316-02b-velasquez-missing-building-collapse-super-tease.jpg&cfs=1&jq=75&ext=jpg&utld=cnn.com&_nc_oe=7024e&_nc_sid=505865&_nc_o2e=1&ccb=3-6&_nc_hash=AQG7lRW1qPGllpn-,['https://cdn.cnn.com/cnnnext/dam/assets/220520114316-02b-velasquez-missing-building-collapse-super-tease.jpg'],[],['https://external.fkhi17-1.fna.fbcdn.net/safe_image.php?w=476&h=249&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F220520114316-02b-velasquez-missing-building-collapse-super-tease.jpg&cfs=1&jq=75&ext=jpg&utld=cnn.com&_nc_oe=7024e&_nc_sid=505865&_nc_o2e=1&ccb=3-6&_nc_hash=AQG7lRW1qPGllpn-'],[None],,,,,,,,,,195,19,15,https://facebook.com/cnninternational/posts/10159994700199641,https://cnn.it/39Mphvj,[],18793419640,CNN International,https://facebook.com/cnninternational/?locale2=en_US&__tn__=C-R,False,,,,,,,True,,,,,,,18793419640,,,[],False,,1,0.97791636
10159994651064641,"""Carbon capture and sequestration,"" or CCS, is hardly the term that rolls off the tongue at dinner parties -- even in the age of increasing unnatural disasters.

EDITION.CNN.COM
Meet the guy who wants to help save the planet with thousands of buoys, seaweed and giant antacids","""Carbon capture and sequestration,"" or CCS, is hardly the term that rolls off the tongue at dinner parties -- even in the age of increasing unnatural disasters.","EDITION.CNN.COM
Meet the guy who wants to help save the planet with thousands of buoys, seaweed and giant antacids",,2022-05-22 16:45:10,1653219910,https://cdn.cnn.com/cnnnext/dam/assets/220520164653-01-seaweed-carbon-capture-xprize-finalist-climate-super-tease.jpg,https://external.fkhi17-1.fna.fbcdn.net/safe_image.php?w=476&h=249&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F220520164653-01-seaweed-carbon-capture-xprize-finalist-climate-super-tease.jpg&cfs=1&jq=75&ext=jpg&utld=cnn.com&_nc_oe=7024e&_nc_sid=505865&_nc_o2e=1&ccb=3-6&_nc_hash=AQHDzsKTCUAmv2R6,['https://cdn.cnn.com/cnnnext/dam/assets/220520164653-01-seaweed-carbon-capture-xprize-finalist-climate-super-tease.jpg'],[],['https://external.fkhi17-1.fna.fbcdn.net/safe_image.php?w=476&h=249&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F220520164653-01-seaweed-carbon-capture-xprize-finalist-climate-super-tease.jpg&cfs=1&jq=75&ext=jpg&utld=cnn.com&_nc_oe=7024e&_nc_sid=505865&_nc_o2e=1&ccb=3-6&_nc_hash=AQHDzsKTCUAmv2R6'],[None],,,,,,,,,,117,10,7,https://facebook.com/cnninternational/posts/10159994651064641,https://cnn.it/3sOb6fC,[],18793419640,CNN International,https://facebook.com/cnninternational/?locale2=en_US&__tn__=C-R,False,,,,,,,True,,,,,,,18793419640,,,[],False,,1,0.99834967
10159994608909641,"New York's highest court is set to determine whether Happy, a 47-year-old Asian elephant living at the Bronx Zoo, is being unlawfully imprisoned.

EDITION.CNN.COM
Court to decide whether Happy the elephant deserves basic human rights","New York's highest court is set to determine whether Happy, a 47-year-old Asian elephant living at the Bronx Zoo, is being unlawfully imprisoned.","EDITION.CNN.COM
Court to decide whether Happy the elephant deserves basic human rights",,2022-05-22 16:00:26,1653217226,https://cdn.cnn.com/cnnnext/dam/assets/220520111053-happy-bronx-zoo-file-100218-super-tease.jpg,https://external.fkhi17-1.fna.fbcdn.net/safe_image.php?w=476&h=249&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F220520111053-happy-bronx-zoo-file-100218-super-tease.jpg&cfs=1&jq=75&ext=jpg&utld=cnn.com&_nc_oe=7024d&_nc_sid=505865&_nc_o2e=1&ccb=3-6&_nc_hash=AQFreyzhwNNi2e2m,['https://cdn.cnn.com/cnnnext/dam/assets/220520111053-happy-bronx-zoo-file-100218-super-tease.jpg'],[],['https://external.fkhi17-1.fna.fbcdn.net/safe_image.php?w=476&h=249&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F220520111053-happy-bronx-zoo-file-100218-super-tease.jpg&cfs=1&jq=75&ext=jpg&utld=cnn.com&_nc_oe=7024d&_nc_sid=505865&_nc_o2e=1&ccb=3-6&_nc_hash=AQFreyzhwNNi2e2m'],[None],,,,,,,,,,200,60,13,https://facebook.com/cnninternational/posts/10159994608909641,https://cnn.it/3LBAyM9,[],18793419640,CNN International,https://facebook.com/cnninternational/?locale2=en_US&__tn__=C-R,False,,,,,,,True,,,,,,,18793419640,,,[],False,,1,0.99805313
10159994525044641,"Things are looking up for the greater one-horned rhino.

EDITION.CNN.COM
Indian rhinoceros sees global population reach its highest level since the 1980s",Things are looking up for the greater one-horned rhino.,"EDITION.CNN.COM
Indian rhinoceros sees global population reach its highest level since the 1980s",,2022-05-22 14:31:08,1653211868,https://cdn.cnn.com/cnnnext/dam/assets/220519115954-greater-one-horned-rhino-file-super-tease.jpg,https://external.fkhi17-1.fna.fbcdn.net/safe_image.php?w=476&h=249&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F220519115954-greater-one-horned-rhino-file-super-tease.jpg&cfs=1&jq=75&ext=jpg&utld=cnn.com&_nc_oe=7024e&_nc_sid=505865&_nc_o2e=1&ccb=3-6&_nc_hash=AQHZEACz0KS0NOaJ,['https://cdn.cnn.com/cnnnext/dam/assets/220519115954-greater-one-horned-rhino-file-super-tease.jpg'],[],['https://external.fkhi17-1.fna.fbcdn.net/safe_image.php?w=476&h=249&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F220519115954-greater-one-horned-rhino-file-super-tease.jpg&cfs=1&jq=75&ext=jpg&utld=cnn.com&_nc_oe=7024e&_nc_sid=505865&_nc_o2e=1&ccb=3-6&_nc_hash=AQHZEACz0KS0NOaJ'],[None],,,,,,,,,,645,14,21,https://facebook.com/cnninternational/posts/10159994525044641,https://cnn.it/3wCoBkQ,[],18793419640,CNN International,https://facebook.com/cnninternational/?locale2=en_US&__tn__=C-R,False,,,,,,,True,,,,,,,18793419640,,,[],False,,1,0.9982178
10159994195994641,"Sunday's game at the Etihad has the potential to offer plenty of plot twists.

CNN.COM
Premier League title race goes down to the wire, but Manchester City holds advantage | CNN",Sunday's game at the Etihad has the potential to offer plenty of plot twists.,"CNN.COM
Premier League title race goes down to the wire, but Manchester City holds advantage | CNN",,2022-05-22 09:00:54,1653192054,https://media.cnn.com/api/v1/images/stellar/prod/220521085457-02-premier-league-manchester-city-liverpool-spt-intl.jpg?c=16x9&q=w_800%2Cc_fill,https://external.fkhi17-1.fna.fbcdn.net/safe_image.php?w=476&h=249&url=https%3A%2F%2Fmedia.cnn.com%2Fapi%2Fv1%2Fimages%2Fstellar%2Fprod%2F220521085457-02-premier-league-manchester-city-liverpool-spt-intl.jpg%3Fc%3D16x9%26q%3Dw_800%252Cc_fill&cfs=1&jq=75&ext=jpg&utld=cnn.com&_nc_oe=7024e&_nc_sid=505865&_nc_o2e=1&ccb=3-6&_nc_hash=AQEKVc1B--I4FWky,['https://media.cnn.com/api/v1/images/stellar/prod/220521085457-02-premier-league-manchester-city-liverpool-spt-intl.jpg?c=16x9&q=w_800%2Cc_fill'],[],['https://external.fkhi17-1.fna.fbcdn.net/safe_image.php?w=476&h=249&url=https%3A%2F%2Fmedia.cnn.com%2Fapi%2Fv1%2Fimages%2Fstellar%2Fprod%2F220521085457-02-premier-league-manchester-city-liverpool-spt-intl.jpg%3Fc%3D16x9%26q%3Dw_800%252Cc_fill&cfs=1&jq=75&ext=jpg&utld=cnn.com&_nc_oe=7024e&_nc_sid=505865&_nc_o2e=1&ccb=3-6&_nc_hash=AQEKVc1B--I4FWky'],[None],,,,,,,,,,128,17,9,https://facebook.com/cnninternational/posts/10159994195994641,https://cnn.it/3yROdfs,[],18793419640,CNN International,https://facebook.com/cnninternational/?locale2=en_US&__tn__=C-R,False,,,,,,,True,,,,,,,18793419640,,,[],False,,1,0.7967427
10159993955564641,"Tiger Woods pulls out of the PGA Championship after shooting his worst-ever score in the tournament.

CNN.COM
Tiger Woods withdraws from PGA Championship after posting in career-worst round at the event | CNN",Tiger Woods pulls out of the PGA Championship after shooting his worst-ever score in the tournament.,"CNN.COM
Tiger Woods withdraws from PGA Championship after posting in career-worst round at the event | CNN",,2022-05-22 05:22:50,1653178970,"https://media.cnn.com/api/v1/images/stellar/prod/220521141102-01-tiger-woods-third-round-pga-championship.jpg?c=16x9&q=w_800,c_fill",https://external.fkhi17-1.fna.fbcdn.net/safe_image.php?w=476&h=249&url=https%3A%2F%2Fmedia.cnn.com%2Fapi%2Fv1%2Fimages%2Fstellar%2Fprod%2F220521141102-01-tiger-woods-third-round-pga-championship.jpg%3Fc%3D16x9%26q%3Dw_800%2Cc_fill&cfs=1&jq=75&ext=jpg&utld=cnn.com&_nc_oe=7024e&_nc_sid=505865&_nc_o2e=1&ccb=3-6&_nc_hash=AQHXuoYsA6VQ5-SJ,"['https://media.cnn.com/api/v1/images/stellar/prod/220521141102-01-tiger-woods-third-round-pga-championship.jpg?c=16x9&q=w_800,c_fill']",[],['https://external.fkhi17-1.fna.fbcdn.net/safe_image.php?w=476&h=249&url=https%3A%2F%2Fmedia.cnn.com%2Fapi%2Fv1%2Fimages%2Fstellar%2Fprod%2F220521141102-01-tiger-woods-third-round-pga-championship.jpg%3Fc%3D16x9%26q%3Dw_800%2Cc_fill&cfs=1&jq=75&ext=jpg&utld=cnn.com&_nc_oe=7024e&_nc_sid=505865&_nc_o2e=1&ccb=3-6&_nc_hash=AQHXuoYsA6VQ5-SJ'],[None],,,,,,,,,,115,19,16,https://facebook.com/cnninternational/posts/10159993955564641,https://cnn.it/3sT0Vqf,[],18793419640,CNN International,https://facebook.com/cnninternational/?locale2=en_US&__tn__=C-R,False,,,,,,,True,,,,,,,18793419640,,,[],False,,1,0.5776687
10159993863539641,"Lyon stunned Champions League holders Barcelona 3-1 to win a record-extending eighth title.

CNN.COM
Lyon stuns holders Barcelona to win eighth Champions League title",Lyon stunned Champions League holders Barcelona 3-1 to win a record-extending eighth title.,"CNN.COM
Lyon stuns holders Barcelona to win eighth Champions League title",,2022-05-22 04:00:14,1653174014,https://cdn.cnn.com/cnnnext/dam/assets/220521184121-amandine-henry-celebrate-womens-champions-league-final-super-tease.jpg,https://external.fkhi17-1.fna.fbcdn.net/safe_image.php?w=476&h=249&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F220521184121-amandine-henry-celebrate-womens-champions-league-final-super-tease.jpg&cfs=1&jq=75&ext=jpg&utld=cnn.com&_nc_oe=7024d&_nc_sid=505865&_nc_o2e=1&ccb=3-6&_nc_hash=AQE8Gtb2ql9neS6r,['https://cdn.cnn.com/cnnnext/dam/assets/220521184121-amandine-henry-celebrate-womens-champions-league-final-super-tease.jpg'],[],['https://external.fkhi17-1.fna.fbcdn.net/safe_image.php?w=476&h=249&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F220521184121-amandine-henry-celebrate-womens-champions-league-final-super-tease.jpg&cfs=1&jq=75&ext=jpg&utld=cnn.com&_nc_oe=7024d&_nc_sid=505865&_nc_o2e=1&ccb=3-6&_nc_hash=AQE8Gtb2ql9neS6r'],[None],,,,,,,,,,240,10,14,https://facebook.com/cnninternational/posts/10159993863539641,https://cnn.it/3ME4EzM,[],18793419640,CNN International,https://facebook.com/cnninternational/?locale2=en_US&__tn__=C-R,False,,,,,,,True,,,,,,,18793419640,,,[],False,,1,0.9972067
10159993382954641,"A 17-year-old Palestinian was killed and an 18-year-old was critically injured by Israeli fire during an Israeli military raid in Jenin in the West Bank Saturday, the Palestinian Ministry of Health said

CNN.COM
Palestinian teen shot and killed in exchange of fire with Israeli military in Jenin","A 17-year-old Palestinian was killed and an 18-year-old was critically injured by Israeli fire during an Israeli military raid in Jenin in the West Bank Saturday, the Palestinian Ministry of Health said","CNN.COM
Palestinian teen shot and killed in exchange of fire with Israeli military in Jenin",,2022-05-21 22:00:18,1653152418,https://cdn.cnn.com/cnnnext/dam/assets/220521103728-01-palestinian-teen-shot-0521-super-tease.jpg,https://external.fkhi17-1.fna.fbcdn.net/safe_image.php?w=476&h=249&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F220521103728-01-palestinian-teen-shot-0521-super-tease.jpg&cfs=1&jq=75&ext=jpg&utld=cnn.com&_nc_oe=7024e&_nc_sid=505865&_nc_o2e=1&ccb=3-6&_nc_hash=AQFjaUzqpVzwXIgF,['https://cdn.cnn.com/cnnnext/dam/assets/220521103728-01-palestinian-teen-shot-0521-super-tease.jpg'],[],['https://external.fkhi17-1.fna.fbcdn.net/safe_image.php?w=476&h=249&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F220521103728-01-palestinian-teen-shot-0521-super-tease.jpg&cfs=1&jq=75&ext=jpg&utld=cnn.com&_nc_oe=7024e&_nc_sid=505865&_nc_o2e=1&ccb=3-6&_nc_hash=AQFjaUzqpVzwXIgF'],[None],,,,,,,,,,468,368,63,https://facebook.com/cnninternational/posts/10159993382954641,https://cnn.it/3yQAsNL,[],18793419640,CNN International,https://facebook.com/cnninternational/?locale2=en_US&__tn__=C-R,False,,,,,,,True,,,,,,,18793419640,,,[],False,,1,0.9917432
10159993236404641,"Does wearing glasses mean you're smarter?

CNN.COM
Does wearing glasses mean you're smarter?",Does wearing glasses mean you're smarter?,"CNN.COM
Does wearing glasses mean you're smarter?",,2022-05-21 20:00:40,1653145240,https://cdn.cnn.com/cnnnext/dam/assets/220520154325-man-wearing-glasses-reading-book-stock-super-tease.jpg,https://external.fkhi17-1.fna.fbcdn.net/safe_image.php?w=476&h=249&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F220520154325-man-wearing-glasses-reading-book-stock-super-tease.jpg&cfs=1&jq=75&ext=jpg&utld=cnn.com&_nc_oe=7024d&_nc_sid=505865&_nc_o2e=1&ccb=3-6&_nc_hash=AQFRTiZgz8_GotIV,['https://cdn.cnn.com/cnnnext/dam/assets/220520154325-man-wearing-glasses-reading-book-stock-super-tease.jpg'],[],['https://external.fkhi17-1.fna.fbcdn.net/safe_image.php?w=476&h=249&url=https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F220520154325-man-wearing-glasses-reading-book-stock-super-tease.jpg&cfs=1&jq=75&ext=jpg&utld=cnn.com&_nc_oe=7024d&_nc_sid=505865&_nc_o2e=1&ccb=3-6&_nc_hash=AQFRTiZgz8_GotIV'],[None],,,,,,,,,,69,56,20,https://facebook.com/cnninternational/posts/10159993236404641,https://cnn.it/3wzgh5D,[],18793419640,CNN International,https://facebook.com/cnninternational/?locale2=en_US&__tn__=C-R,False,,,,,,,True,,,,,,,18793419640,,,[],False,,1,0.8850024
