user_id,user_url,post_url,link,text,Polarity,Sentiment,likes,comments,shares
112328093744971,https://facebook.com/pakistanijournal/?__tn__=C-R,https://facebook.com/pakistanijournal/posts/541997884111321,,"The United States government, through the United States Agency for International Development (USAID), is partnering with the Pakistani government to launch a $23.5 million, four-year power sector improvement project to address climate change and increase the share of green energy in Pakistan’s energy mix.
.
.
.
#pakistanijournal #USAID #powersectorimprovementproject #pakistanpowersector",0.0032723546,0,0,0,0
112328093744971,https://facebook.com/pakistanijournal/?__tn__=C-R,https://facebook.com/pakistanijournal/posts/541976634113446,,"Singer Mehak Ali has been featured in New York's Times Square by Spotify Pakistan for their '#EQUALPakistan' initiative.
.
.
.
#mehakali #spotify #spotifypakistan #newyork #newyorktimessquare #timessquare #timessquarenewyork",0.0001783669,0,11,1,4
112328093744971,https://facebook.com/pakistanijournal/?__tn__=C-R,https://facebook.com/pakistanijournal/posts/541373074173802,,"We have been anxiously waiting for Ms. Marvel - Marvel 's upcoming series on its first-ever Pakistani Muslim superhero, Kamala Khan. While the buzz around the upcoming show has been rife, Marvel has now released its official poster. And what's more, it features artwork by a Pakistani artist!

Whehzil Malik took to Instagram and shared that her artwork was chosen by Marvel to be included in the poster. ""The Ms. Marvel poster is here!"" the artist penned on Instagram. ""Marvel asked to use some of my artworks in the show to represent Kamala Khan’s heritage as a Muslim/Pakistani-American superhero, and it’s so exciting to see it come together!""

She went on to express her gratitude to Pakistani filmmaker, Sharmeen Obaid Chinoy , who has also directed two episodes of the Marvel web series. ""Thank you to Sharmeen Obaid Chinoy for thinking of me and the Marvel team for including my art in the show.""

Malik concluded her post by clarifying that the poster is designed by Marvel. ""Original artworks that they’ve collaged in the background are by me,"" she wrote.
.
.
.
.

#pakistanijournal #msmarvel #marvel #msmarvelposter #pakistaniartist #shehzilmalik",0.0035170317,0,7,0,0
112328093744971,https://facebook.com/pakistanijournal/?__tn__=C-R,https://facebook.com/pakistanijournal/posts/541339410843835,,"UBL (United Bank Limited) published its financial statements for the first quarter of 2022, which ended 31st March 2021, showing the bank reporting a profit of Cr 9,520, according to the bank’s PSX presentation.

This translated into earnings per share (EPS) which recorded Rs.7.78 and rose by 28.6%, versus earnings per share of 6.05 rupees in the same period last year.

HBL declared a consolidated pre-tax profit of Rs. 14.6 crore for the first quarter of 2022 and an after-tax profit of Rs. 8.6 crore, both higher than the same period last year. The results of the first quarter of 2022 include a one-time severance payment of Rs. 2.6 crore.

Excluding the impact of this one-time charge, the bank’s pre-tax profit is 18% higher than in Q1 2021. Along with the results, the bank declared a dividend of Rs.2.25 per share (22.5%).

After an exceptional performance in 2021, the bank continued to build on its growth story, with December 2021 balance sheet strength increasing by another 5% to Rs. 4.5 crore.

HBL surpassed historical trends and increased current accounts to almost Rs from the year-end peak. a.2 trillion, 37.4% of the total deposit base of Rs. 3.2 crore.

After an extended period, UBL has surpassed Habib Bank Limited in profitability.

In the first quarter of 2022, UBL made a profit of Rs. 9.3 billion, while HBL made a profit of Rs. 8.6 billion. UBL’s profit before tax was Rs. 15.7 billion, compared to Rs. 14.6 billion for HBL.
.
.
.
.

#pakistanijournal #UnitedBankLimited #UBL #UBLPakistan",0.4880915,0,11,3,0
112328093744971,https://facebook.com/pakistanijournal/?__tn__=C-R,https://facebook.com/pakistanijournal/posts/541336420844134,,"The short-form video platform, TikTok, has removed more than 6.5 million violative videos from Pakistan.

Tik Tok released its latest Community Guidelines Enforcement Report for Q4 2021 (Oct-Dec 2021), including updates on its commitment to support the safety of the community and foster kindness on the platform.

Pakistan, with 6,563,594 videos removed for violating Community Guidelines, ranked third in the world for the largest volume of videos taken down in Q4 2021.
.
.
.
.

#pakistanijournal #tiktok #tiktokpakistan #tiktokvidos #pakistanitiktok #pakistanitiktokvideos",0.010583878,0,7,0,0
112328093744971,https://facebook.com/pakistanijournal/?__tn__=C-R,https://facebook.com/pakistanijournal/posts/540999740877802,,"Dr. Saira Siddique has become the first solo female founder of a Pakistani startup to have raised $1.8 million in pre-seed funding for the health tech venture, medIQ.

medIQ’s Founder and CEO, Dr. Siddique, said “We are thrilled to complete this strategic funding round, which is an endorsement of our holistic healthcare model by leading investors with robust healthcare and technology expertise”.

She continued, “medIQ is playing a critical role in redefining digital healthcare services by improving quality and convenience for patients, reducing costs for patients, healthcare providers, and insurers, with a strong capacity to become a regional player.
.
.
.
.

#pakistanijournal #DrSairaSiddique #SairaSiddique #mediq",0.016463816,0,12,0,0
112328093744971,https://facebook.com/pakistanijournal/?__tn__=C-R,https://facebook.com/pakistanijournal/posts/540985620879214,,"#MahrukhChohan, a 23-year-old from Bahawalpur, has become the youngest Central Superior Services (CSS) officer to join the Pakistan Customs Service Group.

She ranked seventy-third in the CSS examination 2021 and was allotted CSS (50 Common) Pakistan Customs Service Group. With this feat, she became not only the youngest officer to join the Customs service this year but in the history of Pakistan Customs.
.
.
.
.

#pakistanijournal #css #cssexam #cssexam2021 #pakistancustoms #youngestcssofficer",0.0004428327,0,52,0,2
112328093744971,https://facebook.com/pakistanijournal/?__tn__=C-R,https://facebook.com/pakistanijournal/posts/540921757552267,,"Zong has launched its Sustainability Report 2021 which highlights the company’s digital and social interventions which positively impacted over 10 Million lives across key sectors of the country including health, education, environment, civic responsibility, and women’s inclusion.

One major highlight of this report is that it has plantable seed paper, which is a biodegradable eco-paper made with post-consumer and post-industrial paper waste that is embedded with seeds. What is more interesting is that the report is printed on recyclable paper, to ensure a clean and green Pakistan.

According to the report, 2021 was an exemplary year in terms of its sustainability efforts, as well as a challenging one as the country saw several peaks of the deadly Covid-19 pandemic. But Zong kept itself as the digital and sustainability leader in the face of challenges and continued remarkable contributions across these critical sectors.

.
.
.
.
#pakistanijournal #zong #zongpakistan #zong4g #zongsustainabilityreport2021",0.15650567,0,4,0,0
112328093744971,https://facebook.com/pakistanijournal/?__tn__=C-R,https://facebook.com/pakistanijournal/posts/540762177568225,,"Former prime minister and Pakistan Tehreek-e-Insaf (PTI) Chairman Imran Khan has said that the army is more important them me for this country.

Imran Khan has addressed the Twitter Space for the first time in which he clarified that his political party has never talked against the armed forces but strengthened them. “Army is more important for this country than Imran Khan.”

.
.
.
#pakistanijournal #imrankhan #pti #twitter #twittersession #twitterspace",0.004479289,0,24,1,3
112328093744971,https://facebook.com/pakistanijournal/?__tn__=C-R,https://facebook.com/pakistanijournal/posts/540755054235604,,"The Sindh government has finally managed to bring hybrid buses under its public transport project after 14 years.

Owais Shah has become the first provincial minister who managed to successfully execute a public transport project for the Sindh capital Karachi.

Source: ARY News

.
.
.
.

#pakistanijournal #hybridbus #karachi #karachidiaries #karachiites",0.02154246,0,11,1,0
